android.animation.AnimatorSet,void resume()," Resumes a paused animation, causing the animator to pick up where it left off when it was paused."
android.animation.AnimatorSet,void reverse(), Plays the AnimatorSet in reverse.
android.animation.AnimatorSet,void setCurrentPlayTime(long playTime), Sets the position of the animation to the specified point in time.
android.animation.AnimatorSet,AnimatorSet setDuration(long duration), Sets the length of each of the current child animations of this AnimatorSet.
android.animation.AnimatorSet,void setInterpolator(TimeInterpolator interpolator), Sets the TimeInterpolator for all current child animations of this AnimatorSet.
android.animation.AnimatorSet,void setStartDelay(long startDelay)," The amount of time, in milliseconds, to delay starting the animation after start() is called."
android.animation.AnimatorSet,void setTarget(Object target), Sets the target object for all current child animations of this AnimatorSet that take targets (ObjectAnimator and AnimatorSet).
android.animation.AnimatorSet,void setupEndValues(), This method tells the object to use appropriate information to extract ending values for the animation.
android.animation.AnimatorSet,void setupStartValues(), This method tells the object to use appropriate information to extract starting values for the animation.
android.animation.AnimatorSet,void start()," Starts this animation. Starting this AnimatorSet will, in turn, start the animations for which it is responsible."
android.animation.AnimatorSet,String toString(), Returns a string representation of the object.
android.animation.ArgbEvaluator,"Object evaluate(float fraction, Object startValue, Object endValue)", This function returns the calculated in-between value for a color given integers that represent the start and end values in the four bytes of the 32-bit int.
android.animation.BidirectionalTypeConverter,abstract T convertBack(V value), Does a conversion from the target type back to the source type.
android.animation.BidirectionalTypeConverter,"BidirectionalTypeConverter<V,T> invert()"," Returns the inverse of this converter, where the from and to classes are reversed."
android.animation.FloatArrayEvaluator,"float[] evaluate(float fraction, float[] startValue, float[] endValue)", Interpolates the value at each index by the fraction.
android.animation.FloatEvaluator,"Float evaluate(float fraction, Number startValue, Number endValue)"," This function returns the result of linearly interpolating the start and end values, with fraction representing the proportion between the start and end values."
android.animation.IntArrayEvaluator,"int[] evaluate(float fraction, int[] startValue, int[] endValue)", Interpolates the value at each index by the fraction.
android.animation.IntEvaluator,"Integer evaluate(float fraction, Integer startValue, Integer endValue)"," This function returns the result of linearly interpolating the start and end values, with fraction representing the proportion between the start and end values."
android.animation.Keyframe,abstract Keyframe clone(), Creates and returns a copy of this object.
android.animation.Keyframe,float getFraction()," Gets the time for this keyframe, as a fraction of the overall animation duration."
android.animation.Keyframe,TimeInterpolator getInterpolator(), Gets the optional interpolator for this Keyframe.
android.animation.Keyframe,Class getType(), Gets the type of keyframe.
android.animation.Keyframe,abstract Object getValue(), Gets the value for this Keyframe.
android.animation.Keyframe,boolean hasValue(), Indicates whether this keyframe has a valid value.
android.animation.Keyframe,static Keyframe ofFloat(float fraction), Constructs a Keyframe object with the given time.
android.animation.Keyframe,"static Keyframe ofFloat(float fraction, float value)", Constructs a Keyframe object with the given time and value.
android.animation.Keyframe,"static Keyframe ofInt(float fraction, int value)", Constructs a Keyframe object with the given time and value.
android.animation.Keyframe,static Keyframe ofInt(float fraction), Constructs a Keyframe object with the given time.
android.animation.Keyframe,"static Keyframe ofObject(float fraction, Object value)", Constructs a Keyframe object with the given time and value.
android.animation.Keyframe,static Keyframe ofObject(float fraction), Constructs a Keyframe object with the given time.
android.animation.Keyframe,void setFraction(float fraction)," Sets the time for this keyframe, as a fraction of the overall animation duration."
android.animation.Keyframe,void setInterpolator(TimeInterpolator interpolator), Sets the optional interpolator for this Keyframe.
android.animation.Keyframe,abstract void setValue(Object value), Sets the value for this Keyframe.
android.animation.LayoutTransition.TransitionListener,"abstract void endTransition(LayoutTransition transition, ViewGroup container, View view, int transitionType)", This event is sent to listeners when any type of transition animation ends.
android.animation.LayoutTransition.TransitionListener,"abstract void startTransition(LayoutTransition transition, ViewGroup container, View view, int transitionType)", This event is sent to listeners when any type of transition animation begins.
android.animation.LayoutTransition,"void addChild(ViewGroup parent, View child)", This method is called by ViewGroup when a child view is about to be added to the container.
android.animation.LayoutTransition,void addTransitionListener(LayoutTransition.TransitionListener listener), Add a listener that will be called when the bounds of the view change due to layout processing.
android.animation.LayoutTransition,void disableTransitionType(int transitionType), Disables the specified transitionType for this LayoutTransition object.
android.animation.LayoutTransition,void enableTransitionType(int transitionType), Enables the specified transitionType for this LayoutTransition object.
android.animation.LayoutTransition,Animator getAnimator(int transitionType), Gets the animation used during one of the transition types that may run.
android.animation.LayoutTransition,long getDuration(int transitionType), Gets the duration on one of the animation objects used by this transition.
android.animation.LayoutTransition,TimeInterpolator getInterpolator(int transitionType), Gets the interpolator on one of the animation objects used by this transition.
android.animation.LayoutTransition,long getStagger(int transitionType), Gets the length of time to delay between starting each animation during one of the change animations.
android.animation.LayoutTransition,long getStartDelay(int transitionType), Gets the start delay on one of the animation objects used by this transition.
android.animation.LayoutTransition,List<LayoutTransition.TransitionListener> getTransitionListeners(), Gets the current list of listeners for layout changes.
android.animation.LayoutTransition,"void hideChild(ViewGroup parent, View child)"," This method was deprecated in API level 16. Use hideChild(android.view.ViewGroup, android.view.View, int)."
android.animation.LayoutTransition,"void hideChild(ViewGroup parent, View child, int newVisibility)", This method is called by ViewGroup when a child view is about to be hidden in container.
android.animation.LayoutTransition,boolean isChangingLayout(), Returns true if animations are running which animate layout-related properties.
android.animation.LayoutTransition,boolean isRunning(), Returns true if any of the animations in this transition are currently running.
android.animation.LayoutTransition,boolean isTransitionTypeEnabled(int transitionType), Returns whether the specified transitionType is enabled for this LayoutTransition object.
android.animation.LayoutTransition,"void removeChild(ViewGroup parent, View child)", This method is called by ViewGroup when a child view is about to be removed from the container.
android.animation.LayoutTransition,void removeTransitionListener(LayoutTransition.TransitionListener listener), Remove a listener for layout changes.
android.animation.LayoutTransition,void setAnimateParentHierarchy(boolean animateParentHierarchy), This flag controls whether CHANGE_APPEARING or CHANGE_DISAPPEARING animations will cause the default changing animation to be run on the parent hierarchy as well.
android.animation.LayoutTransition,"void setAnimator(int transitionType, Animator animator)", Sets the animation used during one of the transition types that may run.
android.animation.LayoutTransition,"void setDuration(int transitionType, long duration)", Sets the duration on one of the animation objects used by this transition.
android.animation.LayoutTransition,void setDuration(long duration), Sets the duration to be used by all animations of this transition object.
android.animation.LayoutTransition,"void setInterpolator(int transitionType, TimeInterpolator interpolator)", Sets the interpolator on one of the animation objects used by this transition.
android.animation.LayoutTransition,"void setStagger(int transitionType, long duration)", Sets the length of time to delay between starting each animation during one of the change animations.
android.animation.LayoutTransition,"void setStartDelay(int transitionType, long delay)", Sets the start delay on one of the animation objects used by this transition.
android.animation.LayoutTransition,"void showChild(ViewGroup parent, View child)"," This method was deprecated in API level 16. Use showChild(android.view.ViewGroup, android.view.View, int)."
android.animation.LayoutTransition,"void showChild(ViewGroup parent, View child, int oldVisibility)", This method is called by ViewGroup when a child view is about to be made visible in the container.
android.animation.ObjectAnimator,ObjectAnimator clone(), Creates and returns a copy of this object.
android.animation.ObjectAnimator,String getPropertyName(), Gets the name of the property that will be animated.
android.animation.ObjectAnimator,Object getTarget(), The target object whose property will be animated by this animation
android.animation.ObjectAnimator,"static ObjectAnimator ofArgb(Object target, String propertyName, int... values)", Constructs and returns an ObjectAnimator that animates between color values.
android.animation.ObjectAnimator,"static <T> ObjectAnimator ofArgb(T target, Property<T,Integer> property, int... values)", Constructs and returns an ObjectAnimator that animates between color values.
android.animation.ObjectAnimator,"static ObjectAnimator ofFloat(Object target, String xPropertyName, String yPropertyName, Path path)", Constructs and returns an ObjectAnimator that animates coordinates along a Path using two properties.
android.animation.ObjectAnimator,"static <T> ObjectAnimator ofFloat(T target, Property<T,Float> property, float... values)", Constructs and returns an ObjectAnimator that animates between float values.
android.animation.ObjectAnimator,"static <T> ObjectAnimator ofFloat(T target, Property<T,Float> xProperty, Property<T,Float> yProperty, Path path)", Constructs and returns an ObjectAnimator that animates coordinates along a Path using two properties.
android.animation.ObjectAnimator,"static ObjectAnimator ofFloat(Object target, String propertyName, float... values)", Constructs and returns an ObjectAnimator that animates between float values.
android.animation.ObjectAnimator,"static <T> ObjectAnimator ofInt(T target, Property<T,Integer> xProperty, Property<T,Integer> yProperty, Path path)", Constructs and returns an ObjectAnimator that animates coordinates along a Path using two properties.
android.animation.ObjectAnimator,"static <T> ObjectAnimator ofInt(T target, Property<T,Integer> property, int... values)", Constructs and returns an ObjectAnimator that animates between int values.
android.animation.ObjectAnimator,"static ObjectAnimator ofInt(Object target, String propertyName, int... values)", Constructs and returns an ObjectAnimator that animates between int values.
android.animation.ObjectAnimator,"static ObjectAnimator ofInt(Object target, String xPropertyName, String yPropertyName, Path path)", Constructs and returns an ObjectAnimator that animates coordinates along a Path using two properties.
android.animation.ObjectAnimator,"static ObjectAnimator ofMultiFloat(Object target, String propertyName, float[][] values)", Constructs and returns an ObjectAnimator that animates over float values for a multiple parameters setter.
android.animation.ObjectAnimator,"static ObjectAnimator ofMultiFloat(Object target, String propertyName, Path path)", Constructs and returns an ObjectAnimator that animates the target using a multi-float setter along the given Path.
android.animation.ObjectAnimator,"static <T> ObjectAnimator ofMultiFloat(Object target, String propertyName, TypeConverter<T,float[]> converter, TypeEvaluator<T> evaluator, T... values)", Constructs and returns an ObjectAnimator that animates over values for a multiple float parameters setter.
android.animation.ObjectAnimator,"static ObjectAnimator ofMultiInt(Object target, String propertyName, int[][] values)", Constructs and returns an ObjectAnimator that animates over int values for a multiple parameters setter.
android.animation.ObjectAnimator,"static ObjectAnimator ofMultiInt(Object target, String propertyName, Path path)", Constructs and returns an ObjectAnimator that animates the target using a multi-int setter along the given Path.
android.animation.ObjectAnimator,"static <T> ObjectAnimator ofMultiInt(Object target, String propertyName, TypeConverter<T,int[]> converter, TypeEvaluator<T> evaluator, T... values)", Constructs and returns an ObjectAnimator that animates over values for a multiple int parameters setter.
android.animation.ObjectAnimator,"static <T,V> ObjectAnimator ofObject(T target, Property<T,V> property, TypeEvaluator<V> evaluator, V... values)", Constructs and returns an ObjectAnimator that animates between Object values.
android.animation.ObjectAnimator,"static ObjectAnimator ofObject(Object target, String propertyName, TypeConverter<PointF,?> converter, Path path)", Constructs and returns an ObjectAnimator that animates a property along a Path.
android.animation.ObjectAnimator,"static <T,V> ObjectAnimator ofObject(T target, Property<T,V> property, TypeConverter<PointF,V> converter, Path path)", Constructs and returns an ObjectAnimator that animates a property along a Path.
android.animation.ObjectAnimator,"static <T,V,P> ObjectAnimator ofObject(T target, Property<T,P> property, TypeConverter<V,P> converter, TypeEvaluator<V> evaluator, V... values)", Constructs and returns an ObjectAnimator that animates between Object values.
android.animation.ObjectAnimator,"static ObjectAnimator ofObject(Object target, String propertyName, TypeEvaluator evaluator, Object... values)", Constructs and returns an ObjectAnimator that animates between Object values.
android.animation.ObjectAnimator,"static ObjectAnimator ofPropertyValuesHolder(Object target, PropertyValuesHolder... values)", Constructs and returns an ObjectAnimator that animates between the sets of values specified in PropertyValueHolder objects.
android.animation.ObjectAnimator,void setAutoCancel(boolean cancel), autoCancel controls whether an ObjectAnimator will be canceled automatically when any other ObjectAnimator with the same target and properties is started.
android.animation.ObjectAnimator,ObjectAnimator setDuration(long duration), Sets the length of the animation.
android.animation.ObjectAnimator,void setFloatValues(float... values), Sets float values that will be animated between.
android.animation.ObjectAnimator,void setIntValues(int... values), Sets int values that will be animated between.
android.animation.ObjectAnimator,void setObjectValues(Object... values), Sets the values to animate between for this animation.
android.animation.ObjectAnimator,void setProperty(Property property), Sets the property that will be animated.
android.animation.ObjectAnimator,void setPropertyName(String propertyName), Sets the name of the property that will be animated.
android.animation.ObjectAnimator,void setTarget(Object target), Sets the target object whose property will be animated by this animation.
android.animation.ObjectAnimator,void setupEndValues(), This method tells the object to use appropriate information to extract ending values for the animation.
android.animation.ObjectAnimator,void setupStartValues(), This method tells the object to use appropriate information to extract starting values for the animation.
android.animation.ObjectAnimator,void start(), Starts this animation.
android.animation.ObjectAnimator,String toString(), Returns a string representation of the object.
android.animation.PointFEvaluator,"PointF evaluate(float fraction, PointF startValue, PointF endValue)"," This function returns the result of linearly interpolating the start and end PointF values, with fraction representing the proportion between the start and end values."
android.animation.PropertyValuesHolder,PropertyValuesHolder clone(), Creates and returns a copy of this object.
android.animation.PropertyValuesHolder,String getPropertyName(), Gets the name of the property that will be animated.
android.animation.PropertyValuesHolder,"static PropertyValuesHolder ofFloat(Property<?,Float> property, float... values)", Constructs and returns a PropertyValuesHolder with a given property and set of float values.
android.animation.PropertyValuesHolder,"static PropertyValuesHolder ofFloat(String propertyName, float... values)", Constructs and returns a PropertyValuesHolder with a given property name and set of float values.
android.animation.PropertyValuesHolder,"static PropertyValuesHolder ofInt(String propertyName, int... values)", Constructs and returns a PropertyValuesHolder with a given property name and set of int values.
android.animation.PropertyValuesHolder,"static PropertyValuesHolder ofInt(Property<?,Integer> property, int... values)", Constructs and returns a PropertyValuesHolder with a given property and set of int values.
android.animation.PropertyValuesHolder,"static PropertyValuesHolder ofKeyframe(String propertyName, Keyframe... values)", Constructs and returns a PropertyValuesHolder object with the specified property name and set of values.
android.animation.PropertyValuesHolder,"static PropertyValuesHolder ofKeyframe(Property property, Keyframe... values)", Constructs and returns a PropertyValuesHolder object with the specified property and set of values.
android.animation.PropertyValuesHolder,"static PropertyValuesHolder ofMultiFloat(String propertyName, float[][] values)", Constructs and returns a PropertyValuesHolder with a given property name and set of float[] values.
android.animation.PropertyValuesHolder,"static <V> PropertyValuesHolder ofMultiFloat(String propertyName, TypeConverter<V,float[]> converter, TypeEvaluator<V> evaluator, V... values)", Constructs and returns a PropertyValuesHolder with a given property and set of Object values for use with ObjectAnimator multi-value setters.
android.animation.PropertyValuesHolder,"static PropertyValuesHolder ofMultiFloat(String propertyName, Path path)", Constructs and returns a PropertyValuesHolder with a given property name to use as a multi-float setter.
android.animation.PropertyValuesHolder,"static <T> PropertyValuesHolder ofMultiFloat(String propertyName, TypeConverter<T,float[]> converter, TypeEvaluator<T> evaluator, Keyframe... values)", Constructs and returns a PropertyValuesHolder object with the specified property name or setter name for use in a multi-float setter function using ObjectAnimator.
android.animation.PropertyValuesHolder,"static PropertyValuesHolder ofMultiInt(String propertyName, Path path)", Constructs and returns a PropertyValuesHolder with a given property name to use as a multi-int setter.
android.animation.PropertyValuesHolder,"static <T> PropertyValuesHolder ofMultiInt(String propertyName, TypeConverter<T,int[]> converter, TypeEvaluator<T> evaluator, Keyframe... values)", Constructs and returns a PropertyValuesHolder object with the specified property name or setter name for use in a multi-int setter function using ObjectAnimator.
android.animation.PropertyValuesHolder,"static <V> PropertyValuesHolder ofMultiInt(String propertyName, TypeConverter<V,int[]> converter, TypeEvaluator<V> evaluator, V... values)", Constructs and returns a PropertyValuesHolder with a given property and set of Object values for use with ObjectAnimator multi-value setters.
android.animation.PropertyValuesHolder,"static PropertyValuesHolder ofMultiInt(String propertyName, int[][] values)", Constructs and returns a PropertyValuesHolder with a given property name and set of int[] values.
android.animation.PropertyValuesHolder,"static PropertyValuesHolder ofObject(String propertyName, TypeConverter<PointF,?> converter, Path path)", Constructs and returns a PropertyValuesHolder with a given property name and a Path along which the values should be animated.
android.animation.PropertyValuesHolder,"static PropertyValuesHolder ofObject(String propertyName, TypeEvaluator evaluator, Object... values)", Constructs and returns a PropertyValuesHolder with a given property name and set of Object values.
android.animation.PropertyValuesHolder,"static <T,V> PropertyValuesHolder ofObject(Property<?,V> property, TypeConverter<T,V> converter, TypeEvaluator<T> evaluator, T... values)", Constructs and returns a PropertyValuesHolder with a given property and set of Object values.
android.animation.PropertyValuesHolder,"static <V> PropertyValuesHolder ofObject(Property property, TypeEvaluator<V> evaluator, V... values)", Constructs and returns a PropertyValuesHolder with a given property and set of Object values.
android.animation.PropertyValuesHolder,"static <V> PropertyValuesHolder ofObject(Property<?,V> property, TypeConverter<PointF,V> converter, Path path)", Constructs and returns a PropertyValuesHolder with a given property and a Path along which the values should be animated.
android.animation.PropertyValuesHolder,void setConverter(TypeConverter converter), Sets the converter to convert from the values type to the setter's parameter type.
android.animation.PropertyValuesHolder,void setEvaluator(TypeEvaluator evaluator), The TypeEvaluator will be automatically determined based on the type of values supplied to PropertyValuesHolder.
android.animation.PropertyValuesHolder,void setFloatValues(float... values), Set the animated values for this object to this set of floats.
android.animation.PropertyValuesHolder,void setIntValues(int... values), Set the animated values for this object to this set of ints.
android.animation.PropertyValuesHolder,void setKeyframes(Keyframe... values), Set the animated values for this object to this set of Keyframes.
android.animation.PropertyValuesHolder,void setObjectValues(Object... values), Set the animated values for this object to this set of Objects.
android.animation.PropertyValuesHolder,void setProperty(Property property), Sets the property that will be animated.
android.animation.PropertyValuesHolder,void setPropertyName(String propertyName), Sets the name of the property that will be animated.
android.animation.PropertyValuesHolder,String toString(), Returns a string representation of the object.
android.animation.RectEvaluator,"Rect evaluate(float fraction, Rect startValue, Rect endValue)"," This function returns the result of linearly interpolating the start and end Rect values, with fraction representing the proportion between the start and end values."
android.animation.StateListAnimator,"void addState(int[] specs, Animator animator)", Associates the given animator with the provided drawable state specs so that it will be run when the View's drawable state matches the specs.
android.animation.StateListAnimator,StateListAnimator clone(), Creates and returns a copy of this object.
android.animation.StateListAnimator,void jumpToCurrentState()," If there is an animation running for a recent state change, ends it."
android.animation.TimeAnimator.TimeListener,"abstract void onTimeUpdate(TimeAnimator animation, long totalTime, long deltaTime)"," Notifies listeners of the occurrence of another frame of the animation, along with information about the elapsed time."
android.animation.TimeAnimator,void setCurrentPlayTime(long playTime), Sets the position of the animation to the specified point in time.
android.animation.TimeAnimator,void setTimeListener(TimeAnimator.TimeListener listener), Sets a listener that is sent update events throughout the life of an animation.
android.animation.TimeAnimator,void start(), Starts this animation.
android.animation.TimeInterpolator,abstract float getInterpolation(float input), Maps a value representing the elapsed fraction of an animation to a value that represents the interpolated fraction.
android.animation.TypeConverter,abstract V convert(T value), Converts a value from one type to another.
android.animation.TypeEvaluator,"abstract T evaluate(float fraction, T startValue, T endValue)"," This function returns the result of linearly interpolating the start and end values, with fraction representing the proportion between the start and end values."
android.animation.ValueAnimator.AnimatorUpdateListener,abstract void onAnimationUpdate(ValueAnimator animation), Notifies the occurrence of another frame of the animation.
android.animation.ValueAnimator,void addUpdateListener(ValueAnimator.AnimatorUpdateListener listener), Adds a listener to the set of listeners that are sent update events through the life of an animation.
android.animation.ValueAnimator,static boolean areAnimatorsEnabled()," Returns whether animators are currently enabled, system-wide."
android.animation.ValueAnimator,void cancel(), Cancels the animation.
android.animation.ValueAnimator,ValueAnimator clone(), Creates and returns a copy of this object.
android.animation.ValueAnimator,void end(), Ends the animation.
android.animation.ValueAnimator,float getAnimatedFraction()," Returns the current animation fraction, which is the elapsed/interpolated fraction used in the most recent frame update on the animation."
android.animation.ValueAnimator,Object getAnimatedValue(), The most recent value calculated by this ValueAnimator when there is just one property being animated.
android.animation.ValueAnimator,Object getAnimatedValue(String propertyName), The most recent value calculated by this ValueAnimator for propertyName.
android.animation.ValueAnimator,long getCurrentPlayTime()," Gets the current position of the animation in time, which is equal to the current time minus the time that the animation started."
android.animation.ValueAnimator,long getDuration(), Gets the length of the animation.
android.animation.ValueAnimator,static long getFrameDelay()," The amount of time, in milliseconds, between each frame of the animation."
android.animation.ValueAnimator,TimeInterpolator getInterpolator(), Returns the timing interpolator that this ValueAnimator uses.
android.animation.ValueAnimator,int getRepeatCount(), Defines how many times the animation should repeat.
android.animation.ValueAnimator,int getRepeatMode(), Defines what this animation should do when it reaches the end.
android.animation.ValueAnimator,long getStartDelay()," The amount of time, in milliseconds, to delay starting the animation after start() is called."
android.animation.ValueAnimator,long getTotalDuration()," Gets the total duration of the animation, accounting for animation sequences, start delay, and repeating."
android.animation.ValueAnimator,PropertyValuesHolder[] getValues(), Returns the values that this ValueAnimator animates between.
android.animation.ValueAnimator,boolean isRunning(), Returns whether this Animator is currently running (having been started and gone past any initial startDelay period and not yet ended).
android.animation.ValueAnimator,boolean isStarted(), Returns whether this Animator has been started and not yet ended.
android.animation.ValueAnimator,static ValueAnimator ofArgb(int... values), Constructs and returns a ValueAnimator that animates between color values.
android.animation.ValueAnimator,static ValueAnimator ofFloat(float... values), Constructs and returns a ValueAnimator that animates between float values.
android.animation.ValueAnimator,static ValueAnimator ofInt(int... values), Constructs and returns a ValueAnimator that animates between int values.
android.animation.ValueAnimator,"static ValueAnimator ofObject(TypeEvaluator evaluator, Object... values)", Constructs and returns a ValueAnimator that animates between Object values.
android.animation.ValueAnimator,static ValueAnimator ofPropertyValuesHolder(PropertyValuesHolder... values), Constructs and returns a ValueAnimator that animates between the values specified in the PropertyValuesHolder objects.
android.animation.ValueAnimator,void pause(), Pauses a running animation.
android.animation.ValueAnimator,void removeAllUpdateListeners(), Removes all listeners from the set listening to frame updates for this animation.
android.animation.ValueAnimator,void removeUpdateListener(ValueAnimator.AnimatorUpdateListener listener), Removes a listener from the set listening to frame updates for this animation.
android.animation.ValueAnimator,void resume()," Resumes a paused animation, causing the animator to pick up where it left off when it was paused."
android.animation.ValueAnimator,void reverse(), Plays the ValueAnimator in reverse.
android.animation.ValueAnimator,void setCurrentFraction(float fraction), Sets the position of the animation to the specified fraction.
android.animation.ValueAnimator,void setCurrentPlayTime(long playTime), Sets the position of the animation to the specified point in time.
android.animation.ValueAnimator,ValueAnimator setDuration(long duration), Sets the length of the animation.
android.animation.ValueAnimator,void setEvaluator(TypeEvaluator value), The type evaluator to be used when calculating the animated values of this animation.
android.animation.ValueAnimator,void setFloatValues(float... values), Sets float values that will be animated between.
android.animation.ValueAnimator,static void setFrameDelay(long frameDelay)," The amount of time, in milliseconds, between each frame of the animation."
android.animation.ValueAnimator,void setIntValues(int... values), Sets int values that will be animated between.
android.animation.ValueAnimator,void setInterpolator(TimeInterpolator value), The time interpolator used in calculating the elapsed fraction of this animation.
android.animation.ValueAnimator,void setObjectValues(Object... values), Sets the values to animate between for this animation.
android.animation.ValueAnimator,void setRepeatCount(int value), Sets how many times the animation should be repeated.
